ZIP,Size of adjusted gross income,number of returns,single returns,joint returns,Adjusted gross income
46165,"$75,000 under $100,000",70,20,50,5970
46165,"$100,000 under $200,000",130,** ,120,16894
46165,"$200,000 or more",30,** ,20,9911
,,,,,
46166,,"1,040",460,450,"47,272"
46166,"$1 under $25,000",390,270,70,4492
46166,"$25,000 under $50,000",280,120,110,10280
46166,"$50,000 under $75,000",160,50,90,9600
46166,"$75,000 under $100,000",100,20,90,8810
46166,"$100,000 under $200,000",110,** ,90,14090
46166,"$200,000 or more",** ,** ,** ,** 
,,,,,
46167,,"3,450","1,460","1,650","258,637"
46167,"$1 under $25,000",990,810,100,10415
46167,"$25,000 under $50,000",650,350,160,23720
46167,"$50,000 under $75,000",430,170,200,26637
46167,"$75,000 under $100,000",450,70,340,39002
46167,"$100,000 under $200,000",760,60,690,103527
46167,"$200,000 or more",170,** ,160,55336
,,,,,
46168,,"16,560","7,610","6,810","1,071,096"
46168,"$1 under $25,000",5120,3980,530,60072
46168,"$25,000 under $50,000",3790,2060,880,139652
46168,"$50,000 under $75,000",2520,980,1160,155706
46168,"$75,000 under $100,000",1780,350,1250,154264
46168,"$100,000 under $200,000",2850,210,2530,379217
46168,"$200,000 or more",500,30,460,182185
,,,,,
46171,,830,330,400,"41,043"
46171,"$1 under $25,000",280,180,60,3344
46171,"$25,000 under $50,000",210,110,70,7756
46171,"$50,000 under $75,000",150,40,100,9175
46171,"$75,000 under $100,000",100,** ,90,8590
46171,"$100,000 under $200,000",90,** ,80,12178
46171,"$200,000 or more",** ,** ,** ,** 
,,,,,
46172,,"1,100",510,470,"53,999"
46172,"$1 under $25,000",420,300,80,5065
46172,"$25,000 under $50,000",270,140,80,9901
46172,"$50,000 under $75,000",160,40,110,10007
46172,"$75,000 under $100,000",120,30,80,10032
46172,"$100,000 under $200,000",130,** ,120,18994
46172,"$200,000 or more",** ,** ,** ,** 
,,,,,
46173,,"4,990","2,350","1,940","232,603"
46173,"$1 under $25,000",1970,1390,300,22825
46173,"$25,000 under $50,000",1350,660,400,48600
46173,"$50,000 under $75,000",720,210,410,44181
46173,"$75,000 under $100,000",440,50,370,38081
46173,"$100,000 under $200,000",450,40,410,58409
46173,"$200,000 or more",60,** ,50,20507
,,,,,
46175,,260,120,120,"11,730"
46175,"$1 under $25,000",100,70,** ,1287
46175,"$25,000 under $50,000",80,50,50,2758
46175,"$50,000 under $75,000",40,** ,50,2568
46175,"$75,000 under $100,000",20,** ,** ,1983
46175,"$100,000 under $200,000",20,** ,20,3134
46175,"$200,000 or more",** ,** ,** ,** 
,,,,,
46176,,"13,440","6,260","5,020","677,130"
46176,"$1 under $25,000",5000,3500,680,58862
46176,"$25,000 under $50,000",3650,1830,900,132686
46176,"$50,000 under $75,000",1990,660,1040,122569
46176,"$75,000 under $100,000",1240,170,990,106815
46176,"$100,000 under $200,000",1320,100,1200,172058
46176,"$200,000 or more",240,** ,210,84140
,,,,,
46180,,490,220,240,"28,275"
46180,"$1 under $25,000",160,120,30,1899
46180,"$25,000 under $50,000",120,60,50,4431
46180,"$50,000 under $75,000",70,40,40,4532
46180,"$75,000 under $100,000",60,** ,50,5507
46180,"$100,000 under $200,000",80,** ,70,11906
46180,"$200,000 or more",** ,** ,** ,** 
,,,,,
46181,,"2,460","1,000","1,220","179,570"
46181,"$1 under $25,000",790,590,120,8657
46181,"$25,000 under $50,000",500,250,160,18321
46181,"$50,000 under $75,000",350,100,200,21516
46181,"$75,000 under $100,000",300,30,260,26697
46181,"$100,000 under $200,000",410,30,380,54689
46181,"$200,000 or more",110,** ,100,49690
,,,,,
46182,,880,400,390,"44,834"
46182,"$1 under $25,000",290,220,50,3039
46182,"$25,000 under $50,000",220,110,70,8131
46182,"$50,000 under $75,000",160,50,90,9844
46182,"$75,000 under $100,000",110,20,90,9337
46182,"$100,000 under $200,000",100,** ,90,14483
46182,"$200,000 or more",** ,** ,** ,** 
,,,,,
46184,,"6,050","2,640","2,510","325,210"
46184,"$1 under $25,000",1990,1440,260,23096
46184,"$25,000 under $50,000",1540,760,430,56706
46184,"$50,000 under $75,000",990,300,520,60557
46184,"$75,000 under $100,000",770,90,610,66663
46184,"$100,000 under $200,000",690,50,620,88944
46184,"$200,000 or more",70,** ,70,29244
,,,,,
46186,,850,380,390,"52,714"
46186,"$1 under $25,000",270,200,40,3276
46186,"$25,000 under $50,000",190,100,60,7091
46186,"$50,000 under $75,000",150,50,90,9512
46186,"$75,000 under $100,000",100,30,80,8909
46186,"$100,000 under $200,000",110,** ,100,14343
46186,"$200,000 or more",30,** ,20,9583
,,,,,
46201,,"13,160","7,200","2,300","417,279"
46201,"$1 under $25,000",7040,4170,540,90339
46201,"$25,000 under $50,000",3940,2200,650,139446
46201,"$50,000 under $75,000",1250,590,480,75922
46201,"$75,000 under $100,000",480,140,300,41174
46201,"$100,000 under $200,000",400,100,290,51064
46201,"$200,000 or more",50,** ,40,19334
,,,,,
46202,,"9,080","6,570","1,470","704,276"
46202,"$1 under $25,000",3160,2510,110,38426
46202,"$25,000 under $50,000",2350,1930,150,86420
46202,"$50,000 under $75,000",1350,1110,130,81508
46202,"$75,000 under $100,000",660,450,160,56495
46202,"$100,000 under $200,000",980,440,500,135129
46202,"$200,000 or more",580,130,420,306298
,,,,,
46203,,"16,730","8,830","3,760","666,262"
46203,"$1 under $25,000",7640,4530,790,97894
46203,"$25,000 under $50,000",5120,2700,1000,184039
46203,"$50,000 under $75,000",2080,1040,760,126449
46203,"$75,000 under $100,000",930,310,540,79801
46203,"$100,000 under $200,000",820,210,570,106803
46203,"$200,000 or more",140,40,100,71276
,,,,,
46204,,"4,150","3,400",560,"551,529"
46204,"$1 under $25,000",1020,930,** ,13284
46204,"$25,000 under $50,000",990,910,50,37721
46204,"$50,000 under $75,000",830,750,50,50494
46204,"$75,000 under $100,000",390,320,60,33246
46204,"$100,000 under $200,000",550,340,190,74721
46204,"$200,000 or more",370,150,210,342063
,,,,,
46205,,"13,660","8,040","2,690","782,503"
46205,"$1 under $25,000",5360,3650,240,69752
46205,"$25,000 under $50,000",4090,2690,370,146421
46205,"$50,000 under $75,000",1640,1000,400,99672
46205,"$75,000 under $100,000",840,370,390,72408
46205,"$100,000 under $200,000",1190,260,840,162900
46205,"$200,000 or more",540,70,450,231350
,,,,,
46208,,"9,240","5,150","1,810","531,557"
46208,"$1 under $25,000",4340,2820,230,55186
46208,"$25,000 under $50,000",2380,1430,240,83933
46208,"$50,000 under $75,000",890,490,250,53956
46208,"$75,000 under $100,000",460,180,220,39771
46208,"$100,000 under $200,000",720,170,500,99420
46208,"$200,000 or more",450,60,370,199291
,,,,,
46214,,"12,410","6,720","2,580","511,960"
46214,"$1 under $25,000",4760,3260,310,62335
46214,"$25,000 under $50,000",4210,2310,500,150376
46214,"$50,000 under $75,000",1740,770,590,106001
46214,"$75,000 under $100,000",830,240,510,71544
46214,"$100,000 under $200,000",800,140,620,101984
46214,"$200,000 or more",70,** ,50,19720
,,,,,
46216,,"1,240",760,310,"78,082"
46216,"$1 under $25,000",420,340,30,4995
46216,"$25,000 under $50,000",310,190,50,11275
46216,"$50,000 under $75,000",190,120,40,11815
46216,"$75,000 under $100,000",130,60,60,11437
46216,"$100,000 under $200,000",140,50,90,19554
46216,"$200,000 or more",50,** ,40,19006
,,,,,
46217,,"16,530","7,990","6,440","954,949"
46217,"$1 under $25,000",4810,3750,500,58120
46217,"$25,000 under $50,000",4720,2590,1200,171879
46217,"$50,000 under $75,000",2790,1020,1370,171636
46217,"$75,000 under $100,000",1700,370,1200,147253
46217,"$100,000 under $200,000",2150,210,1870,282267
46217,"$200,000 or more",360,50,300,123794
,,,,,
46218,,"12,690","6,260","1,530","318,114"
46218,"$1 under $25,000",7780,4180,490,99857
46218,"$25,000 under $50,000",3650,1600,510,127207
46218,"$50,000 under $75,000",860,360,300,51072
46218,"$75,000 under $100,000",270,90,140,22812
46218,"$100,000 under $200,000",130,30,90,17166
46218,"$200,000 or more",** ,** ,** ,** 
,,,,,
46219,,"17,310","9,220","4,170","725,124"
46219,"$1 under $25,000",7160,4650,610,92011
46219,"$25,000 under $50,000",5350,2920,950,192693
46219,"$50,000 under $75,000",2360,1110,890,144489
46219,"$75,000 under $100,000",1200,340,740,103335
46219,"$100,000 under $200,000",1100,200,860,141313
46219,"$200,000 or more",140,** ,120,51283
,,,,,
46220,,"19,750","11,700","6,100","1,770,821"
46220,"$1 under $25,000",4950,4160,280,60786
46220,"$25,000 under $50,000",4930,3680,530,184531
46220,"$50,000 under $75,000",3070,2020,680,187773
46220,"$75,000 under $100,000",1880,860,870,163110
46220,"$100,000 under $200,000",3310,760,2410,453549
46220,"$200,000 or more",1610,220,1330,721072
,,,,,
46221,,"12,520","6,000","3,670","505,729"
46221,"$1 under $25,000",5030,3260,530,63830
46221,"$25,000 under $50,000",3940,1930,830,142045
46221,"$50,000 under $75,000",1820,600,890,111049
46221,"$75,000 under $100,000",930,150,710,80148
46221,"$100,000 under $200,000",750,60,670,94218
46221,"$200,000 or more",50,** ,40,14439
,,,,,
46222,,"14,460","7,090","2,360","403,997"
46222,"$1 under $25,000",7930,4490,590,103313
46222,"$25,000 under $50,000",4760,2040,900,165607
46222,"$50,000 under $75,000",1160,410,480,69343
46222,"$75,000 under $100,000",360,90,220,30272
46222,"$100,000 under $200,000",250,60,170,35462
46222,"$200,000 or more",** ,** ,** ,** 
,,,,,
46224,,"17,000","8,640","3,400","608,394"
46224,"$1 under $25,000",7810,4770,610,105094
46224,"$25,000 under $50,000",5780,2810,920,203321
46224,"$50,000 under $75,000",1840,730,740,110267
46224,"$75,000 under $100,000",790,210,490,67543
46224,"$100,000 under $200,000",700,120,580,89438
46224,"$200,000 or more",80,** ,60,32731
,,,,,
46225,,"2,920","1,700",530,"99,519"
46225,"$1 under $25,000",1440,910,130,18731
46225,"$25,000 under $50,000",950,530,170,33682
46225,"$50,000 under $75,000",320,180,100,19344
46225,"$75,000 under $100,000",110,50,60,9355
46225,"$100,000 under $200,000",100,30,70,18407
46225,"$200,000 or more",** ,** ,** ,** 
,,,,,
46226,,"20,120","9,730","3,650","775,958"
46226,"$1 under $25,000",10050,5680,680,132883
46226,"$25,000 under $50,000",6260,2840,980,221156
46226,"$50,000 under $75,000",2010,810,750,122066
46226,"$75,000 under $100,000",890,230,540,76826
46226,"$100,000 under $200,000",740,140,560,95830
46226,"$200,000 or more",170,30,140,127197
,,,,,
46227,,"26,730","13,750","8,150","1,119,609"
46227,"$1 under $25,000",10730,7350,1090,139606
46227,"$25,000 under $50,000",8670,4430,2320,307338
46227,"$50,000 under $75,000",3660,1360,1850,223656
46227,"$75,000 under $100,000",1740,380,1250,150093
46227,"$100,000 under $200,000",1730,200,1470,221723
46227,"$200,000 or more",200,30,170,77193
,,,,,
46228,,"7,770","3,750","2,460","529,676"
46228,"$1 under $25,000",2590,1880,190,31683
46228,"$25,000 under $50,000",1950,1000,340,70939
46228,"$50,000 under $75,000",1130,470,400,69124
46228,"$75,000 under $100,000",770,210,460,66446
46228,"$100,000 under $200,000",980,150,770,131968
46228,"$200,000 or more",350,40,300,159516
,,,,,
46229,,"13,680","6,330","3,290","552,057"
46229,"$1 under $25,000",5740,3550,450,73720
46229,"$25,000 under $50,000",4270,1870,680,153905
46229,"$50,000 under $75,000",1820,650,710,111261
46229,"$75,000 under $100,000",940,170,670,81591
46229,"$100,000 under $200,000",840,90,720,105879
46229,"$200,000 or more",70,** ,60,25701
,,,,,
46231,,"5,150","2,320","1,760","245,846"
46231,"$1 under $25,000",1800,1250,210,22262
46231,"$25,000 under $50,000",1480,680,330,53812
46231,"$50,000 under $75,000",870,260,400,53581
46231,"$75,000 under $100,000",450,80,330,39154
46231,"$100,000 under $200,000",510,50,450,65982
46231,"$200,000 or more",40,** ,40,11055
,,,,,
46234,,"13,110","5,980","4,790","799,345"
46234,"$1 under $25,000",4000,2870,410,48804
46234,"$25,000 under $50,000",3390,1780,640,123756
46234,"$50,000 under $75,000",2130,820,910,131231
46234,"$75,000 under $100,000",1450,310,970,126009
46234,"$100,000 under $200,000",1800,180,1550,238649
46234,"$200,000 or more",340,20,310,130896
,,,,,
46235,,"14,680","6,730","2,630","496,460"
46235,"$1 under $25,000",7100,4080,430,91233
46235,"$25,000 under $50,000",4590,1850,660,163509
46235,"$50,000 under $75,000",1680,580,610,101599
46235,"$75,000 under $100,000",750,150,470,64258
46235,"$100,000 under $200,000",540,70,460,69067
46235,"$200,000 or more",20,** ,** ,6794
,,,,,
46236,,"13,620","6,020","5,700","1,292,060"
46236,"$1 under $25,000",3820,2920,330,42496
46236,"$25,000 under $50,000",2620,1470,530,97066
46236,"$50,000 under $75,000",1920,830,740,118855
46236,"$75,000 under $100,000",1510,390,940,130918
46236,"$100,000 under $200,000",2640,330,2170,362418
46236,"$200,000 or more",1110,80,990,540307
,,,,,
46237,,"21,110","10,240","7,960","1,235,714"
46237,"$1 under $25,000",6440,4790,770,78965
46237,"$25,000 under $50,000",5520,3110,1230,202149
46237,"$50,000 under $75,000",3650,1510,1590,224168
46237,"$75,000 under $100,000",2300,510,1600,199750
46237,"$100,000 under $200,000",2740,290,2350,361511
46237,"$200,000 or more",460,30,420,169171
,,,,,
46239,,"14,770","6,290","5,660","866,896"
46239,"$1 under $25,000",4380,3180,430,51613
46239,"$25,000 under $50,000",3590,1700,710,132830
46239,"$50,000 under $75,000",2550,930,1070,157569
46239,"$75,000 under $100,000",1750,300,1240,151775
46239,"$100,000 under $200,000",2240,180,1970,290868
46239,"$200,000 or more",260,** ,240,82241
,,,,,
46240,,"11,420","6,950","3,300","1,211,480"
46240,"$1 under $25,000",3310,2620,290,41814
46240,"$25,000 under $50,000",3030,2220,400,110640
46240,"$50,000 under $75,000",1720,1130,420,105298
46240,"$75,000 under $100,000",930,430,410,80428
46240,"$100,000 under $200,000",1490,390,1030,204599
46240,"$200,000 or more",940,160,750,668701
,,,,,
46241,,"14,100","6,820","3,390","461,837"
46241,"$1 under $25,000",6790,3990,730,88085
46241,"$25,000 under $50,000",4640,2120,1030,164989
46241,"$50,000 under $75,000",1610,530,810,97237
46241,"$75,000 under $100,000",640,130,470,54595
46241,"$100,000 under $200,000",390,50,350,48322
46241,"$200,000 or more",30,** ,** ,8609
,,,,,
46250,,"10,780","6,530","2,840","828,576"
46250,"$1 under $25,000",3070,2440,200,39657
46250,"$25,000 under $50,000",3370,2450,310,123587
46250,"$50,000 under $75,000",1650,990,420,100592
46250,"$75,000 under $100,000",800,300,430,69707
46250,"$100,000 under $200,000",1280,270,970,175212
46250,"$200,000 or more",610,80,510,319821
,,,,,
46254,,"19,360","9,900","3,520","809,159"
46254,"$1 under $25,000",7750,4900,450,102149
46254,"$25,000 under $50,000",6710,3230,810,240636
46254,"$50,000 under $75,000",2580,1150,800,155355
46254,"$75,000 under $100,000",1110,380,570,95754
46254,"$100,000 under $200,000",1010,220,730,131207
46254,"$200,000 or more",200,20,160,84058
,,,,,
46256,,"12,000","5,930","4,680","1,127,382"
46256,"$1 under $25,000",3410,2700,280,39519
46256,"$25,000 under $50,000",2570,1660,400,94030
46256,"$50,000 under $75,000",1620,800,590,100601
46256,"$75,000 under $100,000",1190,380,710,103175
46256,"$100,000 under $200,000",2260,320,1850,309099
46256,"$200,000 or more",950,70,850,480958
,,,,,
46259,,"6,140","2,340","3,280","550,937"
46259,"$1 under $25,000",1640,1330,180,16798
46259,"$25,000 under $50,000",920,520,260,33796
46259,"$50,000 under $75,000",770,260,400,47937
46259,"$75,000 under $100,000",740,120,530,64333
46259,"$100,000 under $200,000",1590,90,1460,219992
46259,"$200,000 or more",480,20,450,168081
,,,,,
46260,,"16,870","8,860","4,490","1,322,083"
46260,"$1 under $25,000",6180,4250,370,80486
46260,"$25,000 under $50,000",4620,2560,680,165288
46260,"$50,000 under $75,000",2020,1050,630,122658
46260,"$75,000 under $100,000",1170,440,620,100991
46260,"$100,000 under $200,000",1800,410,1290,245259
46260,"$200,000 or more",1080,150,900,607401
,,,,,
46268,,"13,470","7,230","3,210","638,936"
46268,"$1 under $25,000",4790,3270,350,61604
46268,"$25,000 under $50,000",4260,2350,610,154847
46268,"$50,000 under $75,000",2050,1040,630,124885
46268,"$75,000 under $100,000",1070,350,600,92577
46268,"$100,000 under $200,000",1150,190,900,150641
46268,"$200,000 or more",150,30,120,54382
,,,,,
46278,,"4,510","1,960","2,090","636,101"
46278,"$1 under $25,000",1160,950,90,12099
46278,"$25,000 under $50,000",690,420,130,25463
46278,"$50,000 under $75,000",540,260,180,32897
46278,"$75,000 under $100,000",400,130,230,35188
46278,"$100,000 under $200,000",1010,140,830,144392
46278,"$200,000 or more",710,60,630,386062
,,,,,
46280,,"4,240","2,340","1,380","300,411"
46280,"$1 under $25,000",1150,870,120,14027
46280,"$25,000 under $50,000",990,650,170,37056
46280,"$50,000 under $75,000",790,440,230,48465
46280,"$75,000 under $100,000",480,200,240,41194
46280,"$100,000 under $200,000",660,150,480,88616
46280,"$200,000 or more",170,30,140,71053
,,,,,
46290,,150,70,50,"38,446"
46290,"$1 under $25,000",30,20,** ,279
46290,"$25,000 under $50,000",40,20,20,1937
46290,"$50,000 under $75,000",** ,** ,** ,** 
46290,"$75,000 under $100,000",** ,** ,** ,** 
46290,"$100,000 under $200,000",30,30,** ,4663
46290,"$200,000 or more",50,** ,30,31567
,,,,,
46303,,"7,700","3,480","3,350","482,972"
46303,"$1 under $25,000",2380,1800,300,27476
46303,"$25,000 under $50,000",1620,870,440,59666
46303,"$50,000 under $75,000",1210,470,590,75363
46303,"$75,000 under $100,000",1000,210,700,86560
46303,"$100,000 under $200,000",1330,130,1180,172583
46303,"$200,000 or more",160,** ,140,61324
,,,,,
46304,,"12,830","5,920","5,390","971,860"
46304,"$1 under $25,000",3980,3140,370,45079
46304,"$25,000 under $50,000",2360,1290,570,85874
46304,"$50,000 under $75,000",1790,750,760,111673
46304,"$75,000 under $100,000",1560,410,1020,136404
46304,"$100,000 under $200,000",2530,270,2140,339792
46304,"$200,000 or more",610,60,530,253038
,,,,,
46307,,"32,860","15,030","14,410","2,470,257"
46307,"$1 under $25,000",9870,7860,1110,108598
46307,"$25,000 under $50,000",5830,3320,1450,215015
46307,"$50,000 under $75,000",4770,2070,1980,296100
46307,"$75,000 under $100,000",4000,950,2650,347745
46307,"$100,000 under $200,000",6930,710,5920,931396
46307,"$200,000 or more",1460,120,1300,571403
,,,,,
46310,,"6,510","2,730","3,080","362,223"
46310,"$1 under $25,000",2250,1600,380,24973
46310,"$25,000 under $50,000",1330,620,500,48636
46310,"$50,000 under $75,000",1070,320,630,66387
46310,"$75,000 under $100,000",800,120,630,68785
46310,"$100,000 under $200,000",970,70,860,126131
46310,"$200,000 or more",90,** ,80,27311
,,,,,
46311,,"11,190","5,150","4,990","947,483"
46311,"$1 under $25,000",3130,2560,340,34587
46311,"$25,000 under $50,000",1920,1160,460,70962
46311,"$50,000 under $75,000",1680,770,640,103927
46311,"$75,000 under $100,000",1400,330,920,121714
46311,"$100,000 under $200,000",2440,270,2080,327409
46311,"$200,000 or more",620,60,550,288884
,,,,,
46312,,"10,090","4,730","1,900","306,841"
46312,"$1 under $25,000",5660,3040,480,73032
46312,"$25,000 under $50,000",2720,1160,550,95157
46312,"$50,000 under $75,000",930,350,370,56363
46312,"$75,000 under $100,000",450,120,260,38334
46312,"$100,000 under $200,000",330,60,240,43955
46312,"$200,000 or more",** ,** ,** ,** 
,,,,,
46319,,"9,090","4,610","2,940","464,542"
46319,"$1 under $25,000",3190,2350,300,39006
46319,"$25,000 under $50,000",2250,1230,470,81897
46319,"$50,000 under $75,000",1560,680,590,95718
46319,"$75,000 under $100,000",950,220,620,82594
